house_name,is_available,deposit,max_price,min_price,currency,price_duration,district,locality,route,postal_code,street_number,total_features,features,max_area,min_area,area_unit,owner_emails,owner_phones,url
"Urban Hub, Preston",False,99,200,136,pound,weekly,Lancashire,Preston,Moor Lane,PR1 1JQ,None,4,gym/laundry_facility/cinema/not_available,45,17,sqft,salesenquiries@prestigestudentliving.com/urbanhub@prestigestudentliving.com,+44 0371 705 1618,https://amberstudent.com/places/urban-hub-preston-2112030395230
"Vita Student Circle Square, Manchester",False,None,641,308,pound,weekly,Greater Manchester,Manchester,Nobel Way,M1 7FA,8,4,complimentary breakfast/free personal training and gym/free bikes/not_available,40,16,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-circle-square-manchester-1608300741843
"Oxford Point, Bournemouth",True,150,235,157,pound,weekly,Dorset,Bournemouth,Oxford Road,BH8 8GS,13-17,3,laundry_facility/study_area/bills_included,None,None,sqft,Oxfordpoint@thisisfresh.com,+441202 038319,https://amberstudent.com/places/oxford-point-bournemouth-1802097674829
Kaplan Living Bournemouth,False,250,201,130,pound,weekly,Dorset,Bournemouth,Holdenhurst Road,BH8 8GN,51-65,4,laundry_facility/game_room/study_area/not_available,20,13,sqft,LivingBournemouth@kaplan.com,+44 (0)120 206 8651,https://amberstudent.com/places/kaplan-living-bournemouth-2011103894465
Lulworth house,False,170,200,137,pound,weekly,Dorset,Bournemouth,Christchurch Road,BH1,4,4,bills_included/laundry_facility/gym/not_available,29,10,sqft,info@lulworthstudentcompany.co.uk,+4401202290244,https://amberstudent.com/places/lulworth-house-2004022234265
Corfe House,False,250,149,143,pound,weekly,Dorset,Poole,Pitwines Close,BH15 1ED,None,4,Communal lounge/laundry_facility/Parcel receipt service/not_available,None,None,sqft,corfe.house@studentroost.co.uk,+44 (0)1202 649 670,https://amberstudent.com/places/corfe-house-1805181020550
"IQ Arkwright House, Bradford",True,50,187,92,pound,weekly,West Yorkshire,Bradford,Tumbling Hill Street,BD7 1DB,16,3,study_area/laundry_facility/bills_included,20,13,sqft,simon.jordison@iqstudent.com/arkwrighthouse@iqstudentaccommodation.com,+4401274 350 619,https://amberstudent.com/places/iq-arkwright-house-bradford-1811232809194
"The Green Village, Bradford",True,None,112,75,pound,weekly,West Yorkshire,Bradford,None,BD7 1BD,None,3,Bike Storage/laundry_facility/bills_included,None,None,sqft,salesenquiries@wearehomesforstudents.com/thegreen@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440333 414 9498/+4401274062390,https://amberstudent.com/places/the-green-village-bradford-1911209517229
"Townhouses At The Green, Bradford ",True,None,119,79,pound,weekly,West Yorkshire,Bradford,None,BD7 1BD,None,3,laundry_facility/24h Security/parking,None,None,sqft,salesenquiries@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440330 127 6765,https://amberstudent.com/places/townhouses-at-the-green-bradford-1911254152216
"Horton House, Bradford",True,None,145,80,pound,weekly,West Yorkshire,Bradford,Great Horton Road,BD7 1QG,135,3,Bike Storage/laundry_facility/Washing Machine,None,None,sqft,bookings@cloudstudenthomes.co.uk,+4401274031901/+440330 053 5701,https://amberstudent.com/places/horton-house-bradford-1907091396145
Storthes Hall Park,True,100,165,85,pound,weekly,West Yorkshire,Huddersfield,Storthes Hall Lane,HD8 0WA,None,4,laundry_facility/gym/cinema/game_room,None,None,sqft,huddersfield@digstudent.co.uk,+441484 472 738,https://amberstudent.com/places/storthes-hall-park-1801258125162
"The Leather Works, Leeds",True,None,160,99,pound,weekly,West Yorkshire,Leeds,Meanwood Road,None,None,3,study_area/laundry_facility/bills_included,11,7,sqft,TheLeatherWorks@crm-students.com,+440844 371 5686,https://amberstudent.com/places/the-leather-works-leeds-2205196802695
"Saw Mill, Huddersfield",True,100,191,109,pound,weekly,West Yorkshire,Huddersfield,King's Mill Lane,HD1 3AN,None,4,bills_included/game_area/Cycle storage/Meeting room,30,12,sqft,sawmill@capitolstudents.com,+4403303 410627,https://amberstudent.com/places/saw-mill-huddersfield-1710247845638
"Snow Island, Huddersfield",True,100,124,98,pound,weekly,West Yorkshire,Huddersfield,King's Mill Lane,HD1 3AW,None,4,study_area/bills_included/game_area/Cycle storage,21,13,sqft,snowisland@capitolstudents.com,+4403303 410628,https://amberstudent.com/places/snow-island-huddersfield-1710243690297
"IQ Castings, Huddersfield",True,100,212,107,pound,weekly,West Yorkshire,Huddersfield,King's Bridge Road,HD1 3DG,None,3,laundry_facility/game_room/bills_included,23,19,sqft,Chris.McHugh@iqstudent.com/castings@iqstudentaccommodation.com,+4401484 271 510,https://amberstudent.com/places/iq-castings-huddersfield-1811245631126
"Leeds City West, Leeds",True,150,295,200,pound,weekly,West Yorkshire,Leeds,Burley Road,LS3 1JB,2,3,laundry_facility/bills_included/gym,28,22,sqft,info@iconinc.co.uk,44 (0)330 111 5200,https://amberstudent.com/places/leeds-city-west-leeds-2011064065683
"IQ Little Aspley House, Huddersfield",True,75,187,87,pound,weekly,West Yorkshire,Huddersfield,Firth Street,HD1 3BN,88,4,laundry_facility/gym/bills_included/bicycle storage,None,None,sqft,littleaspleyhouse@iqstudentaccommodation.com,+44  01484 818 269,https://amberstudent.com/places/iq-little-aspley-house-huddersfield-1901287474677
"Firth Point, Huddersfield",True,100,97,91,pound,weekly,West Yorkshire,Huddersfield,Firth Street,HD1 3BQ,100,3,Cycle storage/Common area/bills_included,14,13,sqft,firthpoint@capitolstudents.com,+4403303 410629,https://amberstudent.com/places/firth-point-huddersfield-1710243094715
"IQ Aspley House, Huddersfield",True,75,206,104,pound,weekly,West Yorkshire,Huddersfield,Firth Street,HD1 3BX,24,3,24/7 staff presence/laundry_facility/bills_included,None,None,sqft,Chris.McHugh@iqstudent.com/aspleyhouse@iqstudentaccommodation.com,+440203 595 3247/+4401484 818955,https://amberstudent.com/places/iq-aspley-house-huddersfield-1811264774065
" Longside House, Bradford ",False,None,145,67,pound,weekly,West Yorkshire,Bradford,Longside Lane,BD7 1SA,None,4,Common Room/Bike Storage/laundry_facility/not_available,None,None,sqft,bookings@cloudstudenthomes.co.uk,+44 0330 053 5701,https://amberstudent.com/places/longside-house-bradford-1907093898750
Kexgill Tower,False,350,152,99,pound,weekly,West Yorkshire,Bradford,Longside Lane,BD7,None,3,BBQ/Social Space/not_available,None,None,sqft,bradford@kexgill.com,+44 01274 734 900,https://amberstudent.com/places/kexgill-tower-1805030393721
Oxley Residence,False,100,119,79,pound,weekly,West Yorkshire,Leeds,Weetwood Court,LS16 5QU,37,3,laundry_facility/bills_included/not_available,13,10,sqft,leeds@alliedstudents.net,+44 07502 061392,https://amberstudent.com/places/oxley-residence-2201173259776
"The Tannery, Leeds",False,250,174,79,pound,weekly,West Yorkshire,Leeds,Cavendish Street,LS3 1AG,None,4,Vending Machine/Flexible Tenancy/bills_included/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399/+44 203 9298 908,https://amberstudent.com/places/the-tannery-leeds-1608308168873
Thornville Court,False,250,122,108,pound,weekly,West Yorkshire,Leeds,Thornville Court,LS6 1QW,None,4,laundry_facility/Parking/bills_included/not_available,None,None,sqft,enquiries@almerostudent.com,+440800 008 6525/+44 07511404193,https://amberstudent.com/places/thornville-court-2010077242916
The Old Chapel,False,150,79,65,pound,weekly,West Yorkshire,Huddersfield,Cross Lane,HD4 6DL,22a,4,Parking/bills_included/game_room/not_available,None,None,sqft,Sh@cloudstudenthomes.co.uk/bookings@cloudstudenthomes.co.uk,+44 0330 053 5701/+4401484508897,https://amberstudent.com/places/the-old-chapel-2107296760859
48 Royal Park Road,False,250,125,119,pound,weekly,West Yorkshire,Leeds,Royal Park Road,LS6 1SP,48,4,laundry_facility/Bike Storage/bills_included/not_available,None,None,sqft,enquiries@almerostudent.com,+440800 008 6525/+44 07511404193,https://amberstudent.com/places/48-royal-park-road-2010077042836
82 Hyde Park Road ,False,250,121,117,pound,weekly,West Yorkshire,Leeds,Hyde Park Road,LS6 1AJ,82,4,laundry_facility/Cycle storage/wifi/not_available,None,None,sqft,enquiries@almerostudent.com,+44 0800 008 6525/+44 07511404193,https://amberstudent.com/places/82-hyde-park-road-2010076515406
"Triangle, Leeds",False,250,160,125,pound,weekly,West Yorkshire,Leeds,Burley Road,LS3 1JG,None,4,Sky enabled/laundry_facility/Two lifts/not_available,None,None,sqft,triangle@parklaneproperties.com/lauravollans@parklaneproperties.com,+44 0113 230 4949,https://amberstudent.com/places/triangle-leeds-2108090880649
14 Welton Road,False,250,None,None,pound,weekly,West Yorkshire,Leeds,Welton Road,LS6 1EE,14,4,laundry_facility/Outdoor Area/bills_included/not_available,None,None,sqft,enquiries@almerostudent.com,+44 0800 008 6525/+44 07511404193,https://amberstudent.com/places/14-welton-road-2010076462209
White Rose View,False,250,279,122,pound,weekly,West Yorkshire,Leeds,Merrion Way,LS2 8PT,16,3,laundry_facilitystudy_area/bills_included/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/white-rose-view-2012047967360
Hepworth Lodge,False,250,189,142,pound,weekly,West Yorkshire,Leeds,Marlborough Street,LS1 4LA,19,4,laundry_facility/bills_included/Bike storage/not_available,25,12,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399/+44 0300 303 8642,https://amberstudent.com/places/hepworth-lodge-2112071227221
"CitySide, Leeds",False,100,279,135,pound,weekly,West Yorkshire,Leeds,Calverley Street,LS1 3EY,None,4,gym/bills_included/laundry_facility/not_available,27,20,sqft,info@downingstudents.com,+44 151 707 2666,https://amberstudent.com/places/cityside-leeds-1608301074487
"Clarence Dock Village, Leeds",False,250,154,120,pound,weekly,West Yorkshire,Leeds,Clarence Road,LS10 1LU,None,4,Bike storage/laundry_facility/gym/not_available,16,12,sqft,InternationalBooking2@unitestudents.com,+44 0300 303 8642/+44 203 9298 908,https://amberstudent.com/places/clarence-dock-village-leeds-2207012806284
"Concept Place, Leeds",False,250,214,154,pound,weekly,West Yorkshire,Leeds,Park Lane,LS3 1DN,None,4,study_area/laundry_facility/bills_included/not_available,28,16,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/concept-place-leeds-1806226089227
"Trinity Hall, Leeds",False,None,258,150,pound,weekly,West Yorkshire,Leeds,Holborn Approach,LS6 2PD,None,4,On-Site Laundry/gym/bills_included/not_available,43,13,sqft,hello@trinity-hall.co.uk,+441133459091,https://amberstudent.com/places/trinity-hall-leeds-1608306977557
"Austin Hall And Asquith House, Leeds",False,100,230,145,pound,weekly,West Yorkshire,Leeds,Servia Road,LS7 1NJ,None,4,No Visa No Pay/Communal Area/gym/not_available,None,None,sqft,aabookings@rentalinvest.co.uk,+447773702568/+447743473029,https://amberstudent.com/places/austin-hall-and-asquith-house-leeds-2004110804213
Asquith House,False,None,230,145,pound,weekly,West Yorkshire,Leeds,Servia Road,LS7 1NJ,None,4,laundry_facility/bills_included/Common Room/not_available,23,13,sqft,bookings@cloudstudenthomes.co.uk,+440330 053 5701/+44 01137330918,https://amberstudent.com/places/asquith-house-2006014060163
"Triangle@Iconinc, Leeds",False,None,199,170,pound,weekly,West Yorkshire,Leeds,Burley Road,None,None,4,laundry_facility/game_room/bills_included/not_available,25,18,sqft,info@iconinc.co.uk,tel:+441132304949,https://amberstudent.com/places/triangle-iconinc-leeds-2002073702505
"Sky Plaza, Leeds",False,250,449,144,pound,weekly,West Yorkshire,Leeds,Clay Pit Lane,LS2 8NW,None,4,gym/study_area/laundry_facility/not_available,37,13,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/sky-plaza-leeds-1806201208330
"Study Inn Brotherton House, Leeds ",False,None,241,163,pound,weekly,West Yorkshire,Leeds,Grace Street,LS1 2RP,None,4,bills_included/game_room/dinner_included/not_available,None,None,sqft,contact@studyinn.com,+44 (0) 2476 239 349,https://amberstudent.com/places/study-inn-brotherton-house-leeds-2111248297362
Symons House,False,99,324,175,pound,weekly,West Yorkshire,Leeds,Belgrave Street,LS2 8DD,None,4,gym/study_area/cinema/not_available,44,15,sqft,salesenquiries@prestigestudentliving.com/symonshouse@wearehomesforstudents.com,+44 0330 127 7674/+440113 3204 955,https://amberstudent.com/places/symons-house-2003094806519
"The Plaza, Leeds",False,250,219,184,pound,weekly,West Yorkshire,Leeds,Clay Pit Lane,LS2 8AR,None,4,COVID-19 Cancellation Policy/Laundry facility/bills_included/not_available,20,13,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/the-plaza-leeds-1806226064522
"Sycamore House, Leeds ",False,250,279,213,pound,weekly,West Yorkshire,Leeds,Woodhouse Square,LS3 1BP,None,4,FREE On-Site Gym/Secure Cycle Store/bills_included/not_available,35,19,sqft,leeds@primestudentliving.com,+44 0113 302 3244,https://amberstudent.com/places/sycamore-house-leeds-1904116486965
Hop Apartments,False,150,332,233,pound,weekly,West Yorkshire,Leeds,Rutland Mount,LS3 1EF,1,4,study_area/laundry_facility/gym/not_available,35,26,sqft,union@hop-property.co.uk,+44 0113 322 9324,https://amberstudent.com/places/hop-apartments-2108179424353
Trapezium,False,None,249,228,pound,weekly,West Yorkshire,Leeds,Park Lane,None,None,4,laundry_facility/bills_included/free_dual_occupancy/not_available,None,None,sqft,Trapezium@torsionstudents.co.uk,+44 7754 125 660,https://amberstudent.com/places/trapezium-2111264269573
"The Edge, Leeds",False,None,574,240,pound,weekly,West Yorkshire,Leeds,Westfield Road,LS3 1DH,2,4,gym/laundry_facility/game_room/not_available,26,19,sqft,info@iconinc.co.uk,+44 330 111 5200,https://amberstudent.com/places/the-edge-leeds-1805073214052
"The Glassworks, Leeds",False,150,610,280,pound,weekly,West Yorkshire,Leeds,Cardigan Road,LS6 1FN,228,4,laundry_facility/parking/bills_included/not_available,36,14,sqft,info@iconinc.co.uk,+4401132305630,https://amberstudent.com/places/the-glassworks-leeds-1805076749228
"Vita Student St Albans, Leeds",False,None,999,249,pound,weekly,West Yorkshire,Leeds,Cross Belgrave Street,LS2 8JP,None,4,complimentary breakfast/free personal training and gym/free bikes and bills_included/not_available,None,None,sqft,internationalpartnerships@vitastudent.com,M  +971 (0)56 397 7793,https://amberstudent.com/places/vita-student-st-albans-leeds-1901154054247
"Vita Student Portland Crescent, Leeds",False,None,999,332,pound,weekly,West Yorkshire,Leeds,Portland Crescent,LS1 3AY,93,4,complimentary breakfast/free personal training and gym/free bikes bills_included/not_available,55,20,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-portland-crescent-leeds-1911046272831
Crown House – Brighton,True,150,420,240,pound,weekly,Brighton and Hove,Brighton,Regent Hill,BN1,None,2,exclusive_new_offer_gym/flexible tenancy,30,14,sqft,CrownHouse@crm-students.com,+440844 288 9924,https://amberstudent.com/places/crown-house-brighton-2202084659172
"Holden Court, Brighton",True,150,390,199,pound,weekly,Brighton and Hove,Brighton,Hollingdean Road,BN2 4QY,35,3,Brand new/laundry_facility/game_room,26,17,sqft,HoldenCourt@crm-students.com,+44 0844 371 5644,https://amberstudent.com/places/holden-court-brighton-2204127919647
Kaplan Living Brighton,False,250,330,205,pound,weekly,Brighton and Hove,Brighton,Circus Street,BN2 9AS,None,4,laundry_facility/game_room/bills_included/not_available,17,13,sqft,LivingBrighton@kaplan.com/Jamie.Brookes@kaplan.com,+44 (0)127 305 9088,https://amberstudent.com/places/kaplan-living-brighton-2011105136273
IQ Brighton,False,200,375,213,pound,weekly,Brighton and Hove,Brighton,The Furlong,BN2 4FR,7,4,laundry_facility/gym/bills_included/not_available,39,13,sqft,Brighton@iqstudentaccommodation.com,+4401273956554,https://amberstudent.com/places/iq-brighton-2010061070990
"IQ Abacus House, Brighton",False,200,355,230,pound,weekly,Brighton and Hove,Brighton,Baker Street,BN1 4JN,6-11,4,laundry_facility/study_area/bills_included/not_available,25,13,sqft,abacushouse@iqstudentaccommodation.com,+4401273 956 940,https://amberstudent.com/places/iq-abacus-house-brighton-1811230495138
